strata_no,crop,land_type,time,N2Oflux,NOflux,N2flux,CH4,NIT,ANNPPT
15,idle,switchgrass75,1989,0.023615,0.062278,0.0,0.151855,1.009611,125.047943
15,idle,switchgrass75,1990,0.027294,0.069597,2e-05,0.131596,1.142107,141.96521
15,idle,switchgrass75,1991,0.025757,0.054999,0.003564,0.185187,0.784815,137.576752
15,idle,switchgrass75,1992,0.028224,0.074339,0.000113,0.136406,1.151431,138.745132
15,idle,switchgrass75,1993,0.027268,0.077206,0.0,0.143367,1.140618,146.166794
15,idle,switchgrass75,1994,0.024331,0.067522,0.0,0.192775,1.03027,111.499336
15,idle,switchgrass75,1995,0.02955,0.077713,0.000712,0.155197,1.249521,133.419678
15,idle,switchgrass75,1996,0.018528,0.052548,0.001755,0.232346,0.687148,101.660469
15,idle,switchgrass75,1997,0.040702,0.076744,0.005079,0.167237,1.197005,143.422775
15,idle,switchgrass75,1998,0.047494,0.080751,0.007258,0.145479,1.386152,134.24881
15,idle,switchgrass75,1999,0.035349,0.093749,0.0,0.138706,1.536664,153.590607
15,idle,switchgrass75,2000,0.031981,0.082638,0.0,0.147734,1.388313,118.904243
15,idle,switchgrass75,2001,0.037607,0.08216,0.002239,0.161786,1.332706,143.852585
15,idle,switchgrass75,2002,0.02093,0.069734,0.0,0.211126,0.848642,105.318329
15,idle,switchgrass75,2003,0.025039,0.072113,0.0,0.231009,1.102523,79.196388
15,idle,switchgrass75,2004,0.032337,0.012728,0.0,0.17078,1.314255,133.942474
15,idle,switchgrass75,2005,0.034026,0.00646,0.0,0.149323,1.473811,136.611191
15,idle,switchgrass75,2006,0.04191,0.083688,0.005515,0.145539,1.348478,155.116974
15,idle,switchgrass75,2007,0.028574,0.085303,0.0,0.177047,1.189766,127.419052
15,idle,switchgrass75,2008,0.036496,0.073715,0.009375,0.188426,1.145873,118.088028
15,idle,switchgrass75,2009,0.039735,0.09929,0.0,0.13697,1.725762,144.686295
15,idle,switchgrass75,2010,0.037946,0.096919,0.001126,0.136774,1.635431,173.853271
15,idle,switchgrass75,2011,0.043372,0.083743,0.004909,0.154991,1.354227,120.961914
15,idle,switchgrass75,2012,0.038157,0.096248,0.002905,0.167966,1.511304,107.153473
15,idle,switchgrass75,2013,0.031633,0.091197,0.0,0.195078,1.351084,120.415733
15,idle,switchgrass75,2014,0.027133,0.078753,0.0,0.207474,1.18603,105.983932
15,idle,switchgrass75,2015,0.034533,0.080871,0.002379,0.170065,1.321211,129.975586
15,idle,switchgrass75,2016,0.043212,0.113817,0.0,0.141692,1.921286,139.572556
15,idle,switchgrass75,2017,0.027307,0.083428,0.0,0.206924,1.197534,122.449692
15,idle,switchgrass75,2018,0.082144,0.157418,0.0,0.094298,3.980706,149.393951
15,idle,switchgrass75,2019,0.107244,0.141834,0.004662,0.10039,5.717491,148.35675
15,idle,switchgrass75,2020,0.084196,0.111432,0.0,0.144281,4.241329,125.047943
15,idle,switchgrass75,2021,0.111342,0.144378,3.5e-05,0.122534,5.694233,141.96521
15,idle,switchgrass75,2022,0.09129,0.110766,0.004856,0.166648,3.996211,137.576752
15,idle,switchgrass75,2023,0.109841,0.15396,0.001376,0.129392,5.412967,138.745132
15,idle,switchgrass75,2024,0.11366,0.154696,0.0,0.127152,6.039913,146.166794
15,idle,switchgrass75,2025,0.095166,0.127368,0.0,0.179615,4.898712,111.499336
15,idle,switchgrass75,2026,0.119779,0.130116,0.017713,0.150631,5.467465,133.419678
15,idle,switchgrass75,2027,0.100013,0.113444,0.034017,0.206505,3.546028,101.660469
15,idle,switchgrass75,2028,0.136023,0.158372,0.017308,0.149537,6.052392,143.422775
15,idle,switchgrass75,2029,0.136932,0.146183,0.011703,0.137767,5.945531,134.24881
15,idle,switchgrass75,2030,0.119812,0.157156,0.0,0.123779,6.245045,153.590607
15,idle,switchgrass75,2031,0.101083,0.125779,0.0,0.15196,5.079182,118.904243
15,idle,switchgrass75,2032,0.112603,0.131502,0.006256,0.14575,4.982997,143.852585
15,idle,switchgrass75,2033,0.077119,0.128093,0.0,0.193535,3.903536,105.318329
15,idle,switchgrass75,2034,0.092263,0.150467,0.0,0.205572,4.892533,79.196388
15,idle,switchgrass75,2035,0.106462,0.017808,0.0,0.15576,5.457984,133.942474
15,idle,switchgrass75,2036,0.114494,0.008953,0.0,0.140412,6.357097,136.611191
15,idle,switchgrass75,2037,0.131993,0.144396,0.016566,0.128318,5.873461,155.116974
15,idle,switchgrass75,2038,0.092485,0.128756,0.0,0.152697,4.820407,127.419052
15,idle,switchgrass75,2039,0.124963,0.12144,0.036193,0.172743,4.46551,118.088028
15,idle,switchgrass75,2040,0.123576,0.145368,0.002124,0.128071,6.33775,144.686295
15,idle,switchgrass75,2041,0.118797,0.132551,0.01443,0.126486,5.376982,173.853271
15,idle,switchgrass75,2042,0.117355,0.121933,0.009619,0.14316,5.381939,120.961914
15,idle,switchgrass75,2043,0.110762,0.144211,0.007422,0.160035,5.205973,107.153473
15,idle,switchgrass75,2044,0.091677,0.137594,2.9e-05,0.179989,4.759794,120.415733
15,idle,switchgrass75,2045,0.082157,0.10962,0.0,0.179477,4.240095,105.983932
15,idle,switchgrass75,2046,0.10777,0.138469,0.00839,0.15244,5.004985,129.975586
15,idle,switchgrass75,2047,0.114456,0.149165,0.001956,0.132339,5.800053,139.572556
15,idle,switchgrass75,2048,0.079045,0.108018,0.000543,0.18374,4.181927,122.449692
15,idle,switchgrass75,2049,0.124198,0.158146,0.0,0.129636,6.496553,149.393951
15,idle,switchgrass75,2050,0.1198,0.143857,0.005578,0.113927,5.868946,148.35675
15,idle,switchgrass75,2051,0.095778,0.125981,0.0,0.14455,5.001261,125.047943
15,idle,switchgrass75,2052,0.115258,0.148932,3.3e-05,0.122711,5.943634,141.96521
15,idle,switchgrass75,2053,0.090202,0.109227,0.004434,0.166777,3.957251,137.576752
15,idle,switchgrass75,2054,0.106211,0.148344,0.001352,0.129424,5.218103,138.745132
15,idle,switchgrass75,2055,0.108613,0.146895,0.0,0.127172,5.755418,146.166794
15,idle,switchgrass75,2056,0.090451,0.120813,0.0,0.179652,4.636997,111.499336
15,idle,switchgrass75,2057,0.114794,0.124222,0.017187,0.150579,5.235199,133.419678
15,idle,switchgrass75,2058,0.09678,0.109069,0.033205,0.206519,3.40136,101.660469
15,idle,switchgrass75,2059,0.129577,0.152045,0.015366,0.149472,5.803836,143.422775
15,idle,switchgrass75,2060,0.130839,0.139582,0.010531,0.137779,5.668503,134.24881
15,idle,switchgrass75,2061,0.114446,0.149664,0.0,0.123788,5.959028,153.590607
15,idle,switchgrass75,2062,0.097267,0.120812,0.0,0.151964,4.877756,118.904243
15,idle,switchgrass75,2063,0.10806,0.125814,0.005766,0.145771,4.762148,143.852585
15,idle,switchgrass75,2064,0.074886,0.123941,0.0,0.193559,3.787207,105.318329
15,idle,switchgrass75,2065,0.090099,0.146714,0.0,0.205586,4.763448,79.196388
15,idle,switchgrass75,2066,0.103106,0.017492,0.0,0.15575,5.282197,133.942474
15,idle,switchgrass75,2067,0.11116,0.008762,0.0,0.140415,6.170059,136.611191
15,idle,switchgrass75,2068,0.127172,0.139021,0.015288,0.12832,5.662065,155.116974
93,idle,switchgrass75,1975,0.077459,0.040508,0.01309,0.179083,1.189392,159.884155
93,idle,switchgrass75,1976,0.012296,0.021138,0.0,0.195366,0.621812,128.949387
93,idle,switchgrass75,1977,0.016056,0.024701,0.000845,0.197833,0.735188,119.986107
93,idle,switchgrass75,1978,0.019113,0.027137,0.0,0.17538,0.982469,142.497223
93,idle,switchgrass75,1979,0.018233,0.027412,0.0,0.169038,0.896237,174.832291
93,idle,switchgrass75,1980,0.030128,0.026175,0.005788,0.175061,0.886445,122.815819
93,idle,switchgrass75,1981,0.0235,0.033222,0.001102,0.186346,1.126892,108.801857
93,idle,switchgrass75,1982,0.018284,0.030761,0.0,0.214533,0.896483,115.675079
93,idle,switchgrass75,1983,0.015883,0.02736,0.0,0.21727,0.781739,106.205811
93,idle,switchgrass75,1984,0.024656,0.03227,0.002254,0.189274,1.018812,122.534172
93,idle,switchgrass75,1985,0.031067,0.045744,0.0,0.163522,1.53932,140.316391
93,idle,switchgrass75,1986,0.017208,0.029744,0.0,0.211534,0.82995,120.695038
93,idle,switchgrass75,1987,0.031494,0.045714,0.0,0.187261,1.561556,145.286819
93,idle,switchgrass75,1988,0.035616,0.044657,0.0035,0.162687,1.580015,145.041885
93,idle,switchgrass75,1989,0.028355,0.042973,0.0,0.183753,1.425521,120.798668
93,idle,switchgrass75,1990,0.035015,0.050087,5e-05,0.160025,1.733218,144.009781
93,idle,switchgrass75,1991,0.028755,0.038008,0.003324,0.20605,1.07322,136.368851
93,idle,switchgrass75,1992,0.034897,0.049385,0.000474,0.167701,1.626524,136.845154
93,idle,switchgrass75,1993,0.035798,0.058119,0.0,0.167961,1.793721,146.944916
93,idle,switchgrass75,1994,0.032114,0.050035,0.0,0.205747,1.616494,118.347794
93,idle,switchgrass75,1995,0.033381,0.050838,3.1e-05,0.185606,1.676756,132.832169
93,idle,switchgrass75,1996,0.043893,0.04103,0.019836,0.229351,0.894824,95.144043
93,idle,switchgrass75,1997,0.04479,0.051155,0.00394,0.191986,1.655741,144.485352
93,idle,switchgrass75,1998,0.044701,0.058526,0.000872,0.174314,2.110722,132.979263
93,idle,switchgrass75,1999,0.041994,0.062902,0.0,0.172203,2.129318,149.814865
93,idle,switchgrass75,2000,0.039059,0.05772,0.0,0.185471,2.000884,114.463593
93,idle,switchgrass75,2001,0.047633,0.058015,0.002586,0.180163,1.961831,144.735397
93,idle,switchgrass75,2002,0.030165,0.047383,0.002518,0.207892,1.351515,111.987862
93,idle,switchgrass75,2003,0.031074,0.012468,0.0,0.234586,1.61994,79.892105
93,idle,switchgrass75,2004,0.040218,0.010264,0.0,0.189754,1.946317,138.918991
93,idle,switchgrass75,2005,0.04145,0.004542,0.0,0.176858,2.107674,137.121002
93,idle,switchgrass75,2006,0.04969,0.058637,0.00595,0.171528,1.998482,159.884155
93,idle,switchgrass75,2007,0.033373,0.057453,0.0,0.197305,1.659828,128.949387
93,idle,switchgrass75,2008,0.038068,0.05528,0.001528,0.205419,1.68104,119.986107
93,idle,switchgrass75,2009,0.047316,0.068778,0.0,0.175862,2.395076,142.497223
93,idle,switchgrass75,2010,0.049838,0.07081,0.002883,0.168074,2.384946,174.832291
93,idle,switchgrass75,2011,0.053933,0.059182,0.006616,0.176946,1.994209,122.815819
93,idle,switchgrass75,2012,0.048195,0.068996,0.001448,0.187281,2.337943,108.801857
93,idle,switchgrass75,2013,0.036938,0.062107,1.5e-05,0.215547,1.842802,115.675079
93,idle,switchgrass75,2014,0.031233,0.054027,7.6e-05,0.217218,1.581043,106.205811
93,idle,switchgrass75,2015,0.043559,0.056277,0.003081,0.189543,1.879437,122.534172
93,idle,switchgrass75,2016,0.05903,0.084623,0.001548,0.162894,3.033629,140.316391
93,idle,switchgrass75,2017,0.034402,0.057982,0.001033,0.211302,1.716206,120.695038
93,idle,switchgrass75,2018,0.095418,0.105029,0.0,0.145578,5.154186,145.286819
93,idle,switchgrass75,2019,0.130172,0.094353,0.014992,0.155907,6.730868,145.041885
93,idle,switchgrass75,2020,0.100075,0.077177,0.0,0.187342,5.74659,120.798668
93,idle,switchgrass75,2021,0.139262,0.103915,6.9e-05,0.159969,8.003334,144.009781
93,idle,switchgrass75,2022,0.098679,0.071983,0.003392,0.204091,4.927509,136.368851
93,idle,switchgrass75,2023,0.125997,0.100515,0.001307,0.170379,6.901048,136.845154
93,idle,switchgrass75,2024,0.128681,0.100949,0.0,0.165483,7.461334,146.944916
93,idle,switchgrass75,2025,0.110508,0.082461,0.0,0.21055,6.373959,118.347794
93,idle,switchgrass75,2026,0.111478,0.078529,3.8e-05,0.197875,6.332077,132.832169
93,idle,switchgrass75,2027,0.144531,0.077941,0.050636,0.222793,4.564775,95.144043
93,idle,switchgrass75,2028,0.153551,0.107584,0.010852,0.186065,7.741783,144.485352
93,idle,switchgrass75,2029,0.133864,0.095622,0.001993,0.184741,7.426748,132.979263
93,idle,switchgrass75,2030,0.135104,0.100655,0.0,0.171562,7.823379,149.814865
93,idle,switchgrass75,2031,0.114629,0.084902,0.0,0.200102,6.461515,114.463593
93,idle,switchgrass75,2032,0.13504,0.088536,0.005781,0.17687,6.563062,144.735397
93,idle,switchgrass75,2033,0.102839,0.077428,0.005112,0.209655,5.550455,111.987862
93,idle,switchgrass75,2034,0.117943,0.014864,0.0,0.231924,7.192705,79.892105
93,idle,switchgrass75,2035,0.130931,0.014948,3e-06,0.185935,7.616944,138.918991
93,idle,switchgrass75,2036,0.134427,0.006394,0.0,0.176919,8.155609,137.121002
93,idle,switchgrass75,2037,0.152007,0.096384,0.014419,0.167223,7.507159,159.884155
93,idle,switchgrass75,2038,0.105135,0.083995,0.0,0.19014,6.106034,128.949387
93,idle,switchgrass75,2039,0.107556,0.087128,0.001534,0.203888,5.957296,119.986107
93,idle,switchgrass75,2040,0.135486,0.091366,0.003038,0.181081,7.544108,142.497223
93,idle,switchgrass75,2041,0.14183,0.096453,0.014496,0.168832,6.971785,174.832291
93,idle,switchgrass75,2042,0.1422,0.08427,0.012244,0.177219,7.17785,122.815819
93,idle,switchgrass75,2043,0.132873,0.10185,0.00112,0.193593,7.531981,108.801857
93,idle,switchgrass75,2044,0.116698,0.105858,1.5e-05,0.208822,6.949007,115.675079
93,idle,switchgrass75,2045,0.096012,0.073889,0.005959,0.210451,5.193847,106.205811
93,idle,switchgrass75,2046,0.132903,0.104931,0.005056,0.190229,7.291317,122.534172
93,idle,switchgrass75,2047,0.141661,0.103893,0.006699,0.166986,7.739503,140.316391
93,idle,switchgrass75,2048,0.094911,0.06847,0.003389,0.208439,5.379009,120.695038
93,idle,switchgrass75,2049,0.14515,0.106772,0.0,0.180635,8.551486,145.286819
93,idle,switchgrass75,2050,0.145466,0.093743,0.016851,0.169213,6.999812,145.041885
93,idle,switchgrass75,2051,0.112904,0.086338,0.0,0.187715,6.63352,120.798668
93,idle,switchgrass75,2052,0.143999,0.107292,6.7e-05,0.160088,8.317032,144.009781
93,idle,switchgrass75,2053,0.098607,0.071976,0.003089,0.204181,4.944737,136.368851
93,idle,switchgrass75,2054,0.124515,0.09917,0.001266,0.170413,6.819574,136.845154
93,idle,switchgrass75,2055,0.126283,0.098801,0.0,0.165506,7.327425,146.944916
93,idle,switchgrass75,2056,0.108519,0.080864,0.0,0.210564,6.263025,118.347794
93,idle,switchgrass75,2057,0.109697,0.077171,3.7e-05,0.197871,6.239619,132.832169
93,idle,switchgrass75,2058,0.14006,0.076766,0.045878,0.222786,4.510624,95.144043
93,idle,switchgrass75,2059,0.149896,0.105722,0.009444,0.186049,7.622244,144.485352
93,idle,switchgrass75,2060,0.131296,0.093785,0.001823,0.18474,7.291182,132.979263
93,idle,switchgrass75,2061,0.132583,0.098602,0.0,0.171564,7.683984,149.814865
93,idle,switchgrass75,2062,0.112921,0.083608,0.0,0.20012,6.365842,114.463593
93,idle,switchgrass75,2063,0.132279,0.086859,0.005375,0.176873,6.444745,144.735397
93,idle,switchgrass75,2064,0.101403,0.076373,0.004831,0.209659,5.482869,111.987862
93,idle,switchgrass75,2065,0.116838,0.014751,0.0,0.23196,7.123885,79.892105
93,idle,switchgrass75,2066,0.128968,0.014884,3e-06,0.185948,7.50715,138.918991
93,idle,switchgrass75,2067,0.132557,0.006323,0.0,0.176919,8.047625,137.121002
93,idle,switchgrass75,2068,0.149293,0.094701,0.013612,0.167223,7.389745,159.884155
16,idle,switchgrass75,1975,0.073752,0.050257,0.010736,0.193641,1.504831,155.116974
16,idle,switchgrass75,1976,0.016135,0.02934,0.000594,0.224634,0.826091,127.419052
16,idle,switchgrass75,1977,0.023342,0.028179,0.006839,0.219487,0.858514,118.088028
16,idle,switchgrass75,1978,0.021955,0.034476,0.000847,0.195343,1.102571,144.686295
16,idle,switchgrass75,1979,0.022151,0.033778,0.001565,0.194349,1.044674,173.853271
16,idle,switchgrass75,1980,0.031987,0.035677,0.004475,0.205198,1.090363,120.961914
16,idle,switchgrass75,1981,0.028796,0.044306,0.003401,0.211424,1.291235,107.153473
16,idle,switchgrass75,1982,0.02662,0.04591,0.000853,0.232598,1.348541,120.415733
16,idle,switchgrass75,1983,0.022911,0.04147,0.000879,0.24331,1.145721,105.983932
16,idle,switchgrass75,1984,0.030474,0.044413,0.003524,0.213471,1.295523,129.975586
16,idle,switchgrass75,1985,0.032827,0.054532,0.001446,0.198301,1.566549,139.572556
16,idle,switchgrass75,1986,0.024062,0.045108,0.001412,0.241183,1.136134,122.449692
16,idle,switchgrass75,1987,0.036896,0.059812,0.001817,0.200639,1.795679,149.393951
16,idle,switchgrass75,1988,0.039122,0.055797,0.004914,0.189607,1.670871,148.35675
16,idle,switchgrass75,1989,0.035923,0.0601,0.001597,0.204555,1.731974,125.047943
16,idle,switchgrass75,1990,0.037288,0.060203,0.001855,0.196337,1.763089,141.96521
16,idle,switchgrass75,1991,0.037924,0.056349,0.004238,0.229813,1.525415,137.576752
16,idle,switchgrass75,1992,0.040288,0.065129,0.00404,0.196475,1.796527,138.745132
16,idle,switchgrass75,1993,0.040233,0.071953,0.002057,0.203065,1.895431,146.166794
16,idle,switchgrass75,1994,0.041524,0.072587,0.002574,0.231373,2.014158,111.499336
16,idle,switchgrass75,1995,0.047654,0.073186,0.008414,0.209801,2.01373,133.419678
16,idle,switchgrass75,1996,0.031661,0.054182,0.006306,0.264819,1.239664,101.660469
16,idle,switchgrass75,1997,0.053641,0.069839,0.006762,0.207849,2.0231,143.422775
16,idle,switchgrass75,1998,0.06275,0.077243,0.007681,0.20044,2.35782,134.24881
16,idle,switchgrass75,1999,0.046529,0.078958,0.003628,0.199381,2.217706,153.590607
16,idle,switchgrass75,2000,0.047842,0.078144,0.003221,0.204131,2.351715,118.904243
16,idle,switchgrass75,2001,0.052855,0.078823,0.004128,0.209901,2.231875,143.852585
16,idle,switchgrass75,2002,0.03438,0.070747,0.002292,0.253333,1.600727,105.318329
16,idle,switchgrass75,2003,0.037623,0.069327,0.002193,0.273016,1.778016,79.196388
16,idle,switchgrass75,2004,0.051113,0.011281,0.001974,0.213405,2.472628,133.942474
16,idle,switchgrass75,2005,0.0514,0.006143,0.002538,0.208337,2.535544,136.611191
16,idle,switchgrass75,2006,0.058304,0.074654,0.008649,0.195115,2.234472,155.116974
16,idle,switchgrass75,2007,0.045709,0.084803,0.001797,0.230253,2.220895,127.419052
16,idle,switchgrass75,2008,0.062104,0.073693,0.019176,0.229215,2.165119,118.088028
16,idle,switchgrass75,2009,0.056064,0.090071,0.004011,0.196527,2.690493,144.686295
16,idle,switchgrass75,2010,0.058855,0.088769,0.006466,0.194472,2.672383,173.853271
16,idle,switchgrass75,2011,0.062348,0.083889,0.007614,0.206283,2.433035,120.961914
16,idle,switchgrass75,2012,0.06151,0.09721,0.009732,0.213187,2.683601,107.153473
16,idle,switchgrass75,2013,0.056979,0.100879,0.003983,0.230529,2.931405,120.415733
16,idle,switchgrass75,2014,0.049847,0.091881,0.003026,0.243244,2.515188,105.983932
16,idle,switchgrass75,2015,0.054304,0.08136,0.006385,0.215109,2.334109,129.975586
16,idle,switchgrass75,2016,0.063958,0.107834,0.004905,0.197839,3.138157,139.572556
16,idle,switchgrass75,2017,0.049019,0.087915,0.005725,0.241113,2.280835,122.449692
16,idle,switchgrass75,2018,0.088227,0.119055,0.076735,0.179108,3.654773,149.393951
16,idle,switchgrass75,2019,0.132361,0.116253,0.085301,0.180844,6.020483,148.35675
16,idle,switchgrass75,2020,0.134212,0.121145,0.07659,0.20546,6.5992,125.047943
16,idle,switchgrass75,2021,0.167025,0.145325,0.108677,0.189325,7.955904,141.96521
16,idle,switchgrass75,2022,0.138573,0.114918,0.050837,0.226556,6.577407,137.576752
16,idle,switchgrass75,2023,0.164204,0.144515,0.106572,0.192902,7.648071,138.745132
16,idle,switchgrass75,2024,0.156907,0.141105,0.052028,0.191025,8.05609,146.166794
16,idle,switchgrass75,2025,0.139328,0.121177,0.031972,0.235847,7.659506,111.499336
16,idle,switchgrass75,2026,0.172811,0.125131,0.056005,0.201508,8.000823,133.419678
16,idle,switchgrass75,2027,0.13805,0.105644,0.03603,0.255069,5.711313,101.660469
16,idle,switchgrass75,2028,0.183731,0.152493,0.092157,0.206989,8.272246,143.422775
16,idle,switchgrass75,2029,0.18293,0.137062,0.06903,0.204935,8.138334,134.24881
16,idle,switchgrass75,2030,0.164737,0.142724,0.093754,0.18905,8.201211,153.590607
16,idle,switchgrass75,2031,0.157561,0.134081,0.085262,0.211354,7.771444,118.904243
16,idle,switchgrass75,2032,0.164138,0.136421,0.103278,0.199666,7.498665,143.852585
16,idle,switchgrass75,2033,0.118169,0.121229,0.008871,0.24573,6.431267,105.318329
16,idle,switchgrass75,2034,0.142086,0.152106,0.018511,0.256331,7.749736,79.196388
16,idle,switchgrass75,2035,0.158483,0.014382,0.054009,0.212132,8.517938,133.942474
16,idle,switchgrass75,2036,0.167986,0.007429,0.089272,0.206365,8.413507,136.611191
16,idle,switchgrass75,2037,0.187517,0.138045,0.097232,0.183911,7.931991,155.116974
16,idle,switchgrass75,2038,0.135397,0.120744,0.016909,0.217325,7.173084,127.419052
16,idle,switchgrass75,2039,0.175924,0.126561,0.083788,0.226335,7.097989,118.088028
16,idle,switchgrass75,2040,0.177346,0.142938,0.072503,0.189965,8.73213,144.686295
16,idle,switchgrass75,2041,0.17779,0.133693,0.085266,0.185449,7.831814,173.853271
16,idle,switchgrass75,2042,0.166162,0.125282,0.049745,0.198531,7.824014,120.961914
16,idle,switchgrass75,2043,0.183308,0.153045,0.101949,0.213923,8.17881,107.153473
16,idle,switchgrass75,2044,0.143363,0.146088,0.07213,0.237522,6.940182,120.415733
16,idle,switchgrass75,2045,0.116912,0.104742,0.016696,0.239145,6.227893,105.983932
16,idle,switchgrass75,2046,0.171852,0.14901,0.08803,0.206986,8.325218,129.975586
16,idle,switchgrass75,2047,0.172867,0.150056,0.067074,0.192056,8.553342,139.572556
16,idle,switchgrass75,2048,0.130098,0.10873,0.032003,0.230701,6.820253,122.449692
16,idle,switchgrass75,2049,0.183646,0.159068,0.099179,0.190648,9.188489,149.393951
16,idle,switchgrass75,2050,0.178291,0.147839,0.119532,0.184984,8.071792,148.35675
16,idle,switchgrass75,2051,0.158509,0.143004,0.092144,0.205812,7.87989,125.047943
16,idle,switchgrass75,2052,0.181794,0.158492,0.115221,0.189458,8.70106,141.96521
16,idle,switchgrass75,2053,0.145422,0.121479,0.050859,0.226636,6.977479,137.576752
16,idle,switchgrass75,2054,0.170694,0.150458,0.109013,0.192941,7.998465,138.745132
16,idle,switchgrass75,2055,0.162265,0.146093,0.051653,0.191048,8.396623,146.166794
16,idle,switchgrass75,2056,0.142936,0.124508,0.031736,0.235864,7.904158,111.499336
16,idle,switchgrass75,2057,0.177221,0.128409,0.054955,0.201517,8.253286,133.419678
16,idle,switchgrass75,2058,0.139834,0.108196,0.033996,0.255076,5.872252,101.660469
16,idle,switchgrass75,2059,0.187084,0.155786,0.090464,0.206993,8.490357,143.422775
16,idle,switchgrass75,2060,0.185245,0.139565,0.067753,0.204936,8.326341,134.24881
16,idle,switchgrass75,2061,0.16724,0.14506,0.093844,0.189051,8.361154,153.590607
16,idle,switchgrass75,2062,0.159901,0.136168,0.085488,0.211355,7.921621,118.904243
16,idle,switchgrass75,2063,0.166244,0.138535,0.10368,0.199665,7.625952,143.852585
16,idle,switchgrass75,2064,0.119449,0.122654,0.008466,0.245729,6.530067,105.318329
16,idle,switchgrass75,2065,0.143513,0.153671,0.01806,0.256331,7.861896,79.196388
16,idle,switchgrass75,2066,0.160467,0.014502,0.054579,0.212132,8.649861,133.942474
16,idle,switchgrass75,2067,0.169606,0.007475,0.088711,0.206364,8.528728,136.611191
16,idle,switchgrass75,2068,0.188573,0.13923,0.095542,0.18391,8.022929,155.116974
94,idle,switchgrass75,1975,0.077459,0.040508,0.01309,0.179083,1.189392,159.884155
94,idle,switchgrass75,1976,0.012296,0.021138,0.0,0.195366,0.621812,128.949387
94,idle,switchgrass75,1977,0.016056,0.024701,0.000845,0.197833,0.735188,119.986107
94,idle,switchgrass75,1978,0.019113,0.027137,0.0,0.17538,0.982469,142.497223
94,idle,switchgrass75,1979,0.018233,0.027412,0.0,0.169038,0.896237,174.832291
94,idle,switchgrass75,1980,0.030128,0.026175,0.005788,0.175061,0.886445,122.815819
94,idle,switchgrass75,1981,0.0235,0.033222,0.001102,0.186346,1.126892,108.801857
94,idle,switchgrass75,1982,0.018284,0.030761,0.0,0.214533,0.896483,115.675079
94,idle,switchgrass75,1983,0.015883,0.02736,0.0,0.21727,0.781739,106.205811
94,idle,switchgrass75,1984,0.024656,0.03227,0.002254,0.189274,1.018812,122.534172
94,idle,switchgrass75,1985,0.031067,0.045744,0.0,0.163522,1.53932,140.316391
94,idle,switchgrass75,1986,0.017208,0.029744,0.0,0.211534,0.82995,120.695038
94,idle,switchgrass75,1987,0.031494,0.045714,0.0,0.187261,1.561556,145.286819
94,idle,switchgrass75,1988,0.035616,0.044657,0.0035,0.162687,1.580015,145.041885
94,idle,switchgrass75,1989,0.028355,0.042973,0.0,0.183753,1.425521,120.798668
94,idle,switchgrass75,1990,0.035015,0.050087,5e-05,0.160025,1.733218,144.009781
94,idle,switchgrass75,1991,0.028755,0.038008,0.003324,0.20605,1.07322,136.368851
94,idle,switchgrass75,1992,0.034897,0.049385,0.000474,0.167701,1.626524,136.845154
94,idle,switchgrass75,1993,0.035798,0.058119,0.0,0.167961,1.793721,146.944916
94,idle,switchgrass75,1994,0.032114,0.050035,0.0,0.205747,1.616494,118.347794
94,idle,switchgrass75,1995,0.033381,0.050838,3.1e-05,0.185606,1.676756,132.832169
94,idle,switchgrass75,1996,0.043893,0.04103,0.019836,0.229351,0.894824,95.144043
94,idle,switchgrass75,1997,0.04479,0.051155,0.00394,0.191986,1.655741,144.485352
94,idle,switchgrass75,1998,0.044701,0.058526,0.000872,0.174314,2.110722,132.979263
94,idle,switchgrass75,1999,0.041994,0.062902,0.0,0.172203,2.129318,149.814865
94,idle,switchgrass75,2000,0.039059,0.05772,0.0,0.185471,2.000884,114.463593
94,idle,switchgrass75,2001,0.047633,0.058015,0.002586,0.180163,1.961831,144.735397
94,idle,switchgrass75,2002,0.030165,0.047383,0.002518,0.207892,1.351515,111.987862
94,idle,switchgrass75,2003,0.031074,0.012468,0.0,0.234586,1.61994,79.892105
94,idle,switchgrass75,2004,0.040218,0.010264,0.0,0.189754,1.946317,138.918991
94,idle,switchgrass75,2005,0.04145,0.004542,0.0,0.176858,2.107674,137.121002
94,idle,switchgrass75,2006,0.04969,0.058637,0.00595,0.171528,1.998482,159.884155
94,idle,switchgrass75,2007,0.033373,0.057453,0.0,0.197305,1.659828,128.949387
94,idle,switchgrass75,2008,0.038068,0.05528,0.001528,0.205419,1.68104,119.986107
94,idle,switchgrass75,2009,0.047316,0.068778,0.0,0.175862,2.395076,142.497223
94,idle,switchgrass75,2010,0.049838,0.07081,0.002883,0.168074,2.384946,174.832291
94,idle,switchgrass75,2011,0.053933,0.059182,0.006616,0.176946,1.994209,122.815819
94,idle,switchgrass75,2012,0.048195,0.068996,0.001448,0.187281,2.337943,108.801857
94,idle,switchgrass75,2013,0.036938,0.062107,1.5e-05,0.215547,1.842802,115.675079
94,idle,switchgrass75,2014,0.031233,0.054027,7.6e-05,0.217218,1.581043,106.205811
94,idle,switchgrass75,2015,0.043559,0.056277,0.003081,0.189543,1.879437,122.534172
94,idle,switchgrass75,2016,0.05903,0.084623,0.001548,0.162894,3.033629,140.316391
94,idle,switchgrass75,2017,0.034402,0.057982,0.001033,0.211302,1.716206,120.695038
